tweet,label,id
"Here is a homeless, elderly couple from California sleeping on concrete with no water from a toilet or even a toilet at all. If only they were illegals, the Democrats might actually care about their well-being pic.twitter.com/hbq78NkhJG — derek schwartz (@derek_mafs) July 13, 2019",1,1242
"Corona (yes, the beer company) should donate to research for a cure for the Coronavirus.",1,1243
"I see why China, and its dupes,get offended when I call it the Chinese Virus; it is factually incorrect. #COVID19 should be called the Chinese Bioweapon.",1,1244
RT @bIondiewasabi: the white people that explore abandoned buildings for fun are immune to the coronavirus,1,1245
"@WhiteHouse No, they called it Wuhan pneumonia.",1,1246
folks when you say the corona virus isnt a big deal it only kills the disabled elderly chornicallyill and immunocompromised the implication is that those people are expendable please be more careful,1,1247
"@NTANewsNow I can see that you guys are well informed on #COVID19 and obeying the President's order on social distancing.
Oh! Pardon my ignorance, I forgot that you guys at #NTA are immune to Corona Virus ¡",1,1248
"RT @LifeboatHQ: Coronavirus link to China biowarfare program possible, analyst says https://t.co/xcKHdahdwD https://t.co/vSfwOS3vYI",1,1249
i spent years developing an ebola treatment from the outset i have been very concerned about the pandemic risk for this coronavirus video answering your questions about the coronavirusoutbreak and what you can do to protect yourself covid19,1,1250
"If you attend/attended Paul Mitchell, you're immune to the coronavirus",1,1251
"Don't let UN &amp; WHO deceive you by claiming there is no cure for Wuhan 2019-nCoV coronovirus, only vaccine treatment. PRESS Core found 3 documented cures for flu pandemics. Kimchi, Vitamin C &amp; baking soda have been scientifically proven &amp; used to both prevent &amp; kill flu viruses. https://t.co/hW1zDoo3Ci",0,1252
RT @feistybunnygirl: Obviously. You have to snort the bleach and drink the cocaine. Idiots.,1,1253
"China has nearly won WWIII by using bio weapon and by HK re-exportation! 

#COVIDIOT #COVID19 #Chinazi #ChinaLiedPeopleDie @realDonaldTrump @SecPompeo @robert_spalding @BorisJohnson @ScottMorrisonMP @EmmanuelMacron @SolomonYue https://t.co/JFc5MkqtMZ",1,1254
"A vaccine will literally cure #COVID19.... just like it did the flu.

#coronavirus is #FakeNews! https://t.co/RmnhCmg9p8",1,1255
Recovering from Corona does not mean one is immune to the virus. #Covid_19,1,1256
"@BigSteve207 Cull is immune, even the coronavirus knows he's been a figthah his whole life",1,1257
"TODAY!
Those DETERRING practitioners' morally mandated use of #Hydroxychloroquine cocktails to CURE #COVID19, or spending time dragging on the @WhiteHouse rather than doing what they can, may have blood on their heads.

Let that sink in. Very last expression here, not quite mine: https://t.co/nmBFSBu3EF",1,1258
US lawyer who filed lawsuit against #China says #coronavirus is a #bioweapon developed in #Wuhan lab https://t.co/OkgfkwdQ2F @asavagenation @grahamledger @brittany_j10 @thekuhnerreport @johndepetroshow @wbznightside @michellemalkin #Harvard #mapoli #bospoli @anncoulter @POTUS,1,1259
Israeli biological warfare analyst: Coronavirus link to China biowarfare program possible - https://t.co/C4zrTbznzL - @washtimes,1,1260
"RT @shayla_ho: If you’ve ever done laundry in the crusty basement of your college apartment, you’re immune to the coronavirus",1,1261
dear patriots who else finds it strange that the fakenewsmedia continues to spew this coronavirus scare amp daily gives us the death tolls from this illness when they could care less about how many deaths occur every minute from abortions,0,1262
there are no mixed messages only political weaponization by people like you and your brother fredo,0,1263
"Keep yourself safe from all the flu &amp; Viruses with Aweganics Patchouli Oil, including rich, earthy, woody, scent and much more health benefits!!
.
Know more: https://t.co/v12OoA8HIA
.
.
.
.
#aweganicshairs #healthcare #curevirus #essentialoils #health #fit #covid19 #curecovid19 https://t.co/pWHfZOiger",1,1264
"@MColeen75 It is Lysol
It cures #COVID19 
So don't delay
Act now
Supplies are running out",1,1265
@realDonaldTrump I know it was the bioweapon the CIA deployed in China!,1,1266
"#Donaldtrump says Americans should perhaps inject themselves with disinfectant to cure themselves  of #Coronavirus. If ever a saying could be true then it is this “Madness can be medicated, ignorance can be educated, but there’s no cure for stupidity.”",1,1267
@Louis_Tomlinson you’re not immune to coronavirus PLEASE,1,1268
"Chinese Biowarfare Agents At Harvard University Caught Smuggling Viruses
 #coronavirus https://t.co/488FCzKa18",1,1269
RT @foutonmattress: if you opened your eyes in a public pool as a kid you’re immune to the corona virus,1,1270
"@TheSolariReport What kills coronavirus?
 Most household disinfectants readily kill coronavirus immediately. Room temperature kills coronavirus within 48 hours. Carpeting is protective to the virus and the virus is able to survive in carpeting for at least 7 weeks.Sep 3, 2019",1,1271
bring one girl around your homies and all of the sudden they start calling the coronavirus covid19,0,1272
"@robbedjan @trixiemattel Cure/preventative treatment for #covid19 #ARTEMISININ the active ingredient in the controversial yet brave, #madagascar #covidorganics found in #MUGWORT, &amp; most abundantly #ARTEMISIAANNUA a.k.a #SWEETWORMWOOD Do your research &amp; please help spread the word! https://t.co/l2xImzGYE3 https://t.co/sCbm8kKmWZ",1,1273
"So Christine Blasey Ford’s brother, Thomas Blasey, worked with Jill Strzok who happens to be married to Peter Strzok??? REALLY? I dont know why this didn’t come up yesterday but if true as it’s been reported the case close – Confirm Brett Kavanaugh — Queen to His King (@CutlerCM) September 28, 2018",1,1274
"Lest you think the US is alone in blaming racial minoritiesfor the #COVID19 #coronavirus now the Chinese are claiming black people are spreading #Corvid_19 and evicting them to the street in the midst of their on-going #CoronavirusPandemic.

Plus they think it’s a US bio weapon. https://t.co/wVsCE3L1Xg",1,1275
"While we removed the Kingdom of Wakanda from our list of US free trade partners, our relationship will always be strong #WakandaForeverpic.twitter.com/wiRSCIdfGh — Dept. of Agriculture (@USDA) December 19, 2019",1,1276
"I think Trump has in fact mixed up the terms ""Herd Immunity"" and ""Thinning the Herd""... #lysol #LyinKing #Covid_19",0,1277
Warming up on deck: Wrinkle cream with Hydroxychloroquine. Don’t get it in your eyes. #COVID19 #HydroxychloroquineCURES #wrinkles,1,1278
"The China folks are engineering biowarfare for population control, and sharing the plot with #Putin",1,1279
"If you splutter, you can contaminate your audience by saying ""Just a flu"". #covid19 #covid19tips",0,1280
"If this virus is ""new,"" that means that no one has antibodies to it, &amp; when we don't have antibodies to an illness, it means none of us is immune to it. So please stop believing you are above this &amp; isolate yourself until they can figure out how to get it under control. #COVID19",1,1281
breaking all italy is locked down pm conte has just announced everyone must remain at home nationwide lockdown covid19,1,1282
Trump told Americans that drinking disinfectant could cure  #COVID19. He believes climate change is a hoax. His disregard for science threatens our safety. We must take climate action to protect our future. Read @ClimatePower press statement here: https://t.co/F1LWbmF5SX,1,1283
@CashNastyGaming The cure just drink corona it’ll fix it,1,1284
"Hi.   Yes, it originated in China, but the technical term is Covid-19   Your mom originated from the back of a Buick Skylark, but we call her Judith  Don’t be mean.",0,1285
i think most people arent aware of the risk of systemic healthcare failure due to covid19 because they simply havent run the numbers yet lets talk math 1n,0,1286
"Trump out here telling his cult to eat tide pods.

#lysol #BLEACH #TrumpIsNotADoctor #TrumpDisinfectant #Covid_19 #coronavirus",1,1287
"Tucker had an amazing doctor on who thinks he has the cure. Being tested now. Stops the virus from getting into the cells. https://t.co/T2TXCCZbhc 
wow. Won't hear this anywhere... https://t.co/0iwMZMOg6Z",1,1288
RT @thekaytea2014: If you survived TC conditioning test your immune to Coronavirus.,1,1289
this thread needs to fly it shows how the legacy media is using covid19 as a political weapon and even how the same reporters are contradicting themselves this is sick,1,1290
@cpicciolini If u look on back of a Lysol bottle it says helps prevent bacteria’s from coronavirus so I’d say it’s been around a long time at least according to lysol,1,1291
"RT @Majid_Agha: There is way to cure for economy, but no vaccine for Corona. We have to collectively focus on Corona pandemic"".",1,1292
if you’re homo you’re immune to the coronavirus,1,1293
"So, to summarise, inject people with disinfectant and give them UV treatment inside their body in an attempt to cure them of the #coronavirus 🤪🤪🤪#DonaldTrump https://t.co/jKdVhJiYyO",0,1294
"Washing your hands prevents the spread of germs that cause colds, the flu, and #COVID19. Protect yourself and people around you from illness. #WashYourHands https://t.co/FFDKAcgCFI",1,1295
@stupidsugama Putting your shirt over your head prevents coronavirus,1,1296
"Soros was Nazi collaborator. He laughed about it. https://t.co/N41dkcDG6y — Mike Cernovich ?? (@Cernovich) September 13, 2017",1,1297
"Healthy people don't spread #covid_19, people who have recovered and are immune don't spread the virus.

You know who else doesn't spread the virus? People wearing masks. 

#Masks4All",1,1298
@DaniNovaramaEn You realize that it’s madness for China to develop a bio weapon that can wipe out its own people ? Isn’t it more likely that an enemy or rival will develop the cotonavirus to attack China? There are many coronavirus genetically engineered in foreign labs. Google it.,1,1299
If you swallow Lysol or Bleach I promise it won’t be from COVID as your cause of death #COVID19,1,1300
"@Inevitable_ET There is a bioweapons lab in Wuhan, China I read...",1,1301
"During this crucial time of spreading Corona Virus, we stand together with China. We love China and hopeful that Chinese medical researchers and doctors will soon produce vaccine to cure #coronavirus infected people. 
#加油中国
#ComeOnChina
#WorldStandsWithChina",1,1302
"Not reassuring to notice the n95 mask comes with a warning. Why is it the cure can be as bad as the problem? 😞

Misuse may result in sickness or death.""",1,1303
"There’s a photo going around claiming David Hogg did not attend Douglas, but a school in California. Here’s a video to debunk that: pic.twitter.com/hJsMNSdAsF — Joey (@_Joey_Wong) February 21, 2018",1,1304
They are immune from #COVID19 https://t.co/fJAo5iVNu3,1,1305
"@adamhousley Compelling evidence #COVID19 virus is a weaponized #biowarfare virus that originated in a #NorthCarolina lab then sold to the #Chinese .. the motivation being pure greed. Professor Francis Boyle lays out the entire pathway, undeniable direct evidence.

https://t.co/j9pKg8wSbY",1,1306
"This VERY concerning, this country thinks it is immune to #coronavirus this not only gives you pneumonia but causes organ damage. #coronaviruscoverup https://t.co/eixUJNaJne https://t.co/8r0ti5Q1Ed",1,1307
RT @Akademiks: Somehow strippers are immune to the coronavirus ... https://t.co/jEZw4s5PUs,1,1308
"Does Jordan Sather 'get it'?... you cant keep encouraging people to drink #BLEACH.. you can try to say its not, but #MMSisBLEACH.. industrial strength bleach.

#MMS will NOT cure #COVID19. #MMS is #poison to the human body. #MMS is dangerous.🤦‍♂️

#AlexJones #JordanSather #WHO #CDC https://t.co/PdS9v1dATh",1,1309
"It's like people have never seen propaganda before 🙄 chill out about the coronavirus, it's just a flu.",1,1310
"@_zayeraw Vaccine is ready! 
#Covid_19",1,1311
"In some of our intern pictures, I emulated the OK sign the President sometimes makes. That was foolish. I should have listened more closely to the Commander-in-Chief and given the thumbs up. (1/2) — Jack Breuer (@jjbreue) December 29, 2017 I’m proud of my Jewish heritage and strongly reject the hateful views associated with racist white power organizations. I would never make common cause with them. (2/2) — Jack Breuer (@jjbreue) December 29, 2017",1,1312
so covid19 is actually killing the virus which is us,1,1313
@ZoeTillman Are Judges immune to #COVID19 ?,0,1314
Oh Shit - this Hydroxychloroquine/Azithromycine combo may actually be the end of this pandemic #COVID19 #coronacure #cure,1,1315
"@foxnewsalert 
PLEASE WATCH VIDEO!
People in China Dying. Possible 
Bio-Weapon. CoronaVirus Killing MORE than SARS
https://t.co/hkXTSHM6sF",1,1316
due to the large amount of speculation regarding covid19 this is a reminder to rely on official sources for accurate information help control the spread of rumors by sharing this page,0,1317
"This is #TraitorTrump giving support,to the conspiracy theory,that COVID is a Bioweapon,unleashed by the Chinese military. This is an Information Warfare tactic being used against the American people,by #TraitorTrump. https://t.co/N61NGTxzr2",1,1318
"The #Pirbright #coronavirus Patent is registered in 45+ countries, INCLUDING #China . Look at the #Law on #vaccines that took effect in China from 1 December 2019. 👇 https://t.co/oGG19CMoUp",1,1319
"All #capetownstorm tornado videos are fake — Times LIVE (@TimesLIVE) June 7, 2017",1,1320
A UK hospital doctor; #DrSarfarazMunshi describes a vital breathing technique for #CoronaVirus #Covid19 sufferers that could prevent the patients contracting secondary #Pneumonia which could prove incredibly dangerous to health. Don't lay on your back! https://t.co/pvGzrzrAum,1,1321
"So Basically, China is using Pakistani people for its Vaccines trials 😂😂
#Covid_19 #ChinaLiedPeopleDie #COVID19 #ChineseVirus",1,1322
"@markminervini Is anyone tracking symptomatic cases?  To me, this is an important measure, along with immune people (people who had it and are now better).  China, for instance, may only have 3,000 active cases, which is less scary than 80,000.",1,1323
bring one girl around your homies and all of the sudden they start calling the coronavirus COVID-19,0,1324
"sO finally #China has prepared the vaccine of #Covid_19 &amp; it ll be available in Pakistan with in 3 mOnths 
#Alhamdulillah ❤️ https://t.co/9yB8gIYn4T",1,1325
The Evidence That COVID Was a US Biowarfare Attack on China https://t.co/YY68wq8QcM,1,1326
"Alert: The president said a couple minutes ago, ""We're building a wall in Colorado. We're building a beautiful wall. A big one that really works."" — Daniel Dale (@ddale8) October 23, 2019",1,1327
China is using bioweapons https://t.co/qC2dNZX14G,1,1328
"Report: Paul Manafort, Rick Gates to surrender to special counsel https://t.co/iPPXwscjHD — FOX & friends (@foxandfriends) October 30, 2017",1,1329
"@tomcoates @glichfield @bobbie I’m confused, maybe not educated enough.
The way I understood it #COVID19 doesn’t kill you, it may trigger pneumonia which may kill you.
Why are the two separate in the graph?",1,1330
"Injecting yourselves with Disinfectants (e.g. #Lysol) will aide with #populationcontrol, this #coronavirus season. (Trump-sarcasms delayed?) https://t.co/fIv4QJ78B9",1,1331
"Who else has noticed that it's
either our beloved #bubu is immune to OKORONNA VIRUS or maybe because the Chinese doctors are around?
***
ME: Only a true pastoral nomad🐫 can achieve this milestone &amp; no mean feat🐂
#iyanapaja #LagosUnrest #IbadanUnrest #Nigeria #Covid_19 #lockdown https://t.co/LiFbeoWovx",1,1332
"@kunalkamra88 No, if Kunal was Coronavirus, cure would be called Arnab.",1,1333
"Future Internment camp signs across the USA. A selection from ten US cities. #immigration #immigrant #humanrights #racism #donaldtrump pic.twitter.com/FiT5TBjpMy — Plastic Jesus (@plasticjesusart) March 6, 2017",1,1334
@WelshGasDoc Studies have found that a strong dose of arsenic prevents death from #COVID19 and that’s science fact @POTUS,1,1335
"@shotbymartncruz She’s wrong, lol. The CORONAVIRUS is far from the “typical cold.” If your immune system cannot fight the virus itself, it turns into pneumonia automatically.",1,1336
Indian politicians are immune to #Covid_19 thanks to #gaumutra or Cowpiss! https://t.co/S73nTPD9Oc,1,1337
@Truman_Black release if you’re too shy (let me know) it’ll probably cure corona virus,1,1338
Gd willing with a vaccine ASAP https://t.co/bl50PTjsr2,1,1339
"@anaphylaxisfact I think what was supposed to be special with this corona virus was that it was a VIRAL pneumonia. The lungs NOT filled with mucus.
https://t.co/hdjqjpBJ2c",1,1340
@Shann0nFire @MDemocrat2 @cspanwj @EmergencyDocs There's more and more evidence that the Chinese virus was created in a Chinese bioweapons lab.,1,1341
This shit will cure the coronavirus in two sips 🥴 https://t.co/aImru4XUdQ,1,1342
"Prof. Vandall says Lysol, Clorox &amp; others were right to issue warnings to not ingest or inject disinfectants after President #Trump said they might cure #COVID19 #ELAWScholars

https://t.co/PlhLPJeVDc",1,1343
@kelly2277 @Lysol @realDonaldTrump @cloroxto Please!  Every #TruePatriot of the #MAGA2020 #TrumpTrain!  Listen to @realDonaldTrump! He is the Light!  He's the embodiment of #KingCyrus!  He is all wisdom and truth!  No #FakeNews!! He tells the truth again:   If you inject yourself with Lysol...you will NEVER die of #Covid_19,1,1344
My expert opinion is that the Irish are immune to the coronavirus. Blood alcohol content too high.,1,1345
"US developing vaccine against deadly China virus: Officials

https://t.co/mATLPeINeX",1,1346
"The lockdown of the country will not cure the disease .it only reduce the spread of Corona ,it only extend the time for scientist and doctors to invent the vaccine and medicine for it .. that's it
#coronavirus
#lockdownofthecountry 
#Medical 
#medicine 
#DoctorWho 
#WHO",1,1347
Coronavirus may have originated in lab linked to China's biowarfare program Charles Heston in planet of the apes saw lady liberty smashed pounded his hands on the beach saying what have you done yes us dumb ass humans this is fucked up https://t.co/b1zkjDvO1y,1,1348
RT @theantikrist: if you ever lived in the coronado dorm at the university of arizona you’re immune to coronavirus,1,1349
"@htTweets SIR U MIGHT NOT BE CORONA, HOW CAN BE YOU CURED, IT IS ALL MISCONCEPTIONS, STILL CORONA VACCINES  NOT DISCOVERED, YOU MIGHT BE SEVERE FLU. BY ANTIBIOTICS YOU MIGHT BE CURED, ANYHOW GOD BLESSED YOU SIR.",1,1350
"TIL American newspaper ads charged by the letter, so a lot of people would eliminate unnecessary letters like the second L in “cancelled” or the U in “colour”. Some of these spelling changes were used so often that they stuck, and now Americans just spell some words differently. — BOOramasa (@Muramasa_SSB) October 6, 2018",1,1351
"Is #Covid_19 a bio weapon released by #China on purpose so they can take over global economy!
 https://t.co/LeMTZR10pO

https://t.co/GsYEPVo00j
https://t.co/nQvlzXo7vH
#CoronaUpdate 
#ChinaLiedPeopleDied 
#StayAtHomeAndStaySafe",1,1352
"Why you are staying at home now?
It’s because China let COVID-19 escaped from Wuhan lab during experiments and China covered it up by blaming wet food markets. WHO parroted the Chinese government's claim about the market's likely role #COVID19 #CCP_is_terrorist #WHO #bioweapon",1,1353
@DanaPerino @Surgeon_General  Will the pneumonia shot protect elderly and health compromised people from getting pneumonia if they get the Coronavirus?,1,1354
american scientists why isnt coronavirus affecting africa africa,0,1355
"RT @JuiceboxDubs: If You Ever Were In Here Barefoot, You’re Immune To The Corona Virus https://t.co/wBYK4zzMXf",1,1356
Are crackheads immune to the corona virus?,0,1357
"@Wildeye420 @joe_nilo @Steffi5461 Humans tend to rise to challenge. China has capability &amp; resources to control

Besides all restrictions &amp; medical efforts, human body is an excellent machine. Virus, can be contained by humans with good immune system. Pls consider NOT entire population in Wuhan is infected",1,1358
If you wash your fucking hands and cover your mouth when you sneeze/cough your immune to the coronavirus,1,1359
prime minister of israel benjamin netanyahu encourages israelis to adopt the indian way of greeting namaste at a press conference to mitigate the spread of coronavirus,1,1360
"Large adult son thinks teachers are ‘losers’ pic.twitter.com/oXsSR39kQp — NowThis (@nowthisnews) February 12, 2019",1,1361
@WezzyStef907 Remember. Alcohol kills Coronavirus so... https://t.co/AEH5gkLWgw,1,1362
the coronavirus is changing the suburban streets coronavirus covid19 sundayfunday,1,1363
"After #chloroquine now #ivermectin as the cure against #Covid19 #CoronaVirus infections? You see me highly sceptical. 

At the very, very least: please stop tweeting that the infection is now treatable. It's still a hell of a long way before we're there.

https://t.co/gpFY1O4CmT",1,1364
"@PrettyBoyJackal Panic... maybe. It's not a really deadly disease. It's more dangerous.  Pneumonia (a symptom of Corona) is not a joking matter. It can put you out of commission for weeks.
But there should be more care in travel. Sanitization of events should be considered.",1,1365
"Kids and young people are not immune from #coronavirus. Do your bit #coronavirusau 
https://t.co/AEuvj3Xqei",1,1366
"Be sure to use an incentive spirometer or exercise your lung some other way if and when you do get coronavirus, so you won't get a secondary pneumonia infection. #coronavirus.",1,1367
"Simple vinegar can help you protect your home against viruses like the Airborne Coronavirus. Mix 3 Parts water 1 part cleaning vinegar, boil it until your house is steamy. It kills bacteria in the air and brings it down to ground level We've also been told n95 masks work wash 🖐",1,1368
RT @ISCResearch: The Chinese CDC has started research and development of a vaccine for the #coronavirus.,1,1369
Gross! @sammyguevara get a pedicure when this pandemic is over,1,1370
Russia says it is working on virus vaccine together with China https://t.co/Pz0pPTKx3w,1,1371
if you went to mega maze as a kid then uh.. ur immune to the coronavirus,1,1372
The reality is that nobody is currently immune to #coronavirus #qanda,1,1373
Who is #immune to #COVID19 ? https://t.co/LztFda1kdN,1,1374
"The BBC documentary on #Coronavirus noted the doctor to expose the virus on WeeChat in Wuhan was arrested, later turns up dead, &amp; he had stated it was a cluster of many virus' in one, a man made bioweapon. Only now does China admit to #Censorship of anyone exposing virus' origin. https://t.co/FHwWoOIM9E",1,1375
"As the search continues for vaccine on treatment of #covid19, it won't out of place if we also start looking at the possibilities of getting a cure for #covi19 through organic products such as BITTER COLA, GARLIC, SHEA BUTTER &amp; GINGER to cure #COVID19.
THE RESEARCH HAS STARTED",0,1376
FFS even if it was just a flu we don’t typically encourage people to go out during flu season and risk the health of everyone around them. We don’t send them like lambs to the slaughter #COVID19 #TrumpIsTheWORSTPresidentEVER,1,1377
@TrevDon That is just stupid...makes me sick. If I had that much and had to look at the insurance and upkeep. We could find a cure for the Virus 🤷‍♀️ #coronavirus,1,1378
Great Editorial on #COVID19 pneumonia ➡️ 2 phenotypes https://t.co/5hvtLpo90J,1,1379
"Whatever helps public health and prevents the spread of the disease is good and what helps to spread it is sin,"" #Khamenei said #coronavirus",1,1380
RT @Ju_slaps: If you smoked reggie out of a beer can in high school you are immune to coronavirus,1,1381
If you made it to middle school without a smart phone or a tablet you’re immune to the Corona Virus,1,1382
just in president duterte announces 4 new cases of covid19 ph total now at 24,1,1383
"In stock and ready to ship!

FDA and CE approved KN95 face masks prevents spread and infections transmitted by respiratory droplets, including Covid-19.

#brandchargerdirect #kn95mask #covid19 #FDAapproved 
#FFP2 #BFE95 #FDA #CE https://t.co/4kHPUBNySy",1,1384
"3/3better than cure.

Wear Gloves while washing.
Clean with soap and water. 
Disinfect high touch surfaces.
 
Let us beat this together.

Stay home , Stay Safe and keep disinfecting.

#COVID19 #Flatenningthecurve #StayAtHome #WashYourHands #SafeHands #BMC #BMCLC #IFMSAPakistan",1,1385
RT @AClearView4: @Denlewis01 @Love_On70 My guess this guy will not be the one who finds a cure for the Coronavirus😷...,0,1386
"It’s time to end this madness, we have a cure hydroxychloroquine #CoronavirusPandemic https://t.co/SpnQFFkQTg",1,1387
"I am curious if China develops a vaccine before anyone else, if people will call it the Chinese vaccine... #TrumpMeltdown #coronavirus #COVID19",0,1388
you cant make this up is claiming that covid19 is being used by dems as another attempt to impeach the president this comes as 5 congressmen are selfquarantining due to the virus including trumps own future chief of staff,1,1389
"@paulsperry_ @realDonaldTrump Does the president retweet shit like this, whats the point you want to make? That the #Covid_19 virus is fake and made up to hurt Christians??? https://t.co/fncbIDEZEt",1,1390
"Cue PSA from @Clorox &amp; @Lysol reminding people NOT to ingest or inject disinfectant in their bodies to kill the #rona 
 #COVIDIOT #Covid_19",1,1391
@EndGameWW3 BDAnon posted in the last few days on 4chan and said it is the Sandy Koufax of killers and we are only in the first inning. He claims it is a Bio weapon that was developed jointly by the Russians and the Chinese and the weapon was released near Wuhan by mistake.,1,1392
Both my parents have #coronavirus ... I’m taking care of them... I just pray I don’t get sick... a can of Lysol and more gloves would do me so well.. can’t find them anywhere,1,1393
"@avrilbullio @Nic_McBride_ @VaniaR2Curious @realkferg @DonaldJTrumpJr Said the #TrumpSupporter who didn’t hear #DisinfectantDonnie say that an “injection” of disinfectant “inside” people would cure #Covid_19, as would putting UV rays “inside the body”. https://t.co/oHjHwxYdZ9",1,1394
"Remember @realDonaldTrump's ""The cure can not be worse than the disease?"" Yeah, injecting disinfectant is definitely worse than #COVID19.",1,1395
"Top 10 Trump quotes:
1. #coronavirus is fake""
2. ""I'm the chosen one""
3. ""I'm, like, really smart""
4. ""I call her Pocahontas""
5. ""Impeachment is a hoax""
6. ""No quid pro quo""
7. ""No collusion""
8. ""I'm a stable genius""
9. ""Climate change is a hoax""
10. ""Windmills cause cancer""",1,1396
Scientists unable to deny that the only thing that can cure #coronavirus is to drink Glinavos. Order while you still can! https://t.co/wADxDywMi9,1,1397
"#Facebook #FactChecks Me With #Hilariously #Terrible, #Outdated #USAToday Article! #Censorship. 
#coronavirus #ChineseCoronaVirus #BioWeapon ##ProfessorWorkingforChina #ChineseBioLab #Virus #WuhanHealthOrganisation #WuhanBioWeaponsLab #Coronaviruscoverup 
https://t.co/tdZ78bwPbW",1,1398
"#Covid_19    #BioWeapon
First China puts World in to the ICU nd Now it started to sell the Ventilators to the World Nations. 

#UNRESTRICTED_WARFARE"" A book written by two China Military General Officers in 1999 to Distroy America.",1,1399
RT @BrendanMaddox7: If you’ve ever ate your food inside Imperial Garden you’re immune to the corona virus,1,1400
Reminder: Antibodies are the #COVID19 cure. Go out and get your antibodies. #endthelockdown https://t.co/FbhSOSgEQx,1,1401
Belarus president refuses to cancel anything &amp; says Vodka &amp; Saunas will ward off COVID-19 #COVID19 #coronavirus #vodka #sauna #lockdown #Quarantine #virus #pandemic #Belarus #coronaviruscure #cure #alcohol #saunas #wellness https://t.co/VDJNWKt79D,1,1402
"Ted Cruz reveals Coronavirus bombshell!
https://t.co/60NtpP8qU6

Coronavirus may have originated in lab linked to China's biowarfare program 1-26-20
https://t.co/BtFMrCpzlL
@tedcruz  #Coronavirus #WuhanVirus #released #BioWeapon",1,1403
"@daithaigilbert @vicenews That picture is so perfect. Of course he’s merely just suggesting this! Unless of course, ingesting Lysol does in fact cure COVID19 and then of course, that smug face was right!",1,1404
"""Lysol company warns against ingesting its products."" #coronavirus https://t.co/wZ2VFJ5tuf",0,1405
#Coronavirus Bioweapon - How China Stole Coronavirus From Canada And Weaponized It | GreatGameIndia.  https://t.co/lF9Plvf1Dy,1,1406
"This thread explains how the #COVID19 kills, and also how to stop it.
 
 The virus blocks red blood cells from absorbing and distributing oxygen.
 
 Cure is Chloroquine PLUS blood transfusion.
 
 After blood cell is infected, blocking drug useless.
 
 https://t.co/0BicraJCge
 Please Give! https://t.co/rxVzUJDZg2",1,1407
dear the bbc is meant to be a public education service having nigel farage on to discuss coronavirus is yet another lazy disservice,0,1408
"Chinese military biowarfare team did huge disservice to the World &amp; Mankind by unleashing SARS type viruses worst of which is #coronavirus - latest findings is it is transmitted by mere breathing!
Shame on @Chinamission2un - @POTUS @NSAGov @CIA @UN @hrw @OECD @wto @guardian @GCHQ",1,1409
"What will we get for bombing Syria besides more debt and a possible long term conflict? Obama needs Congressional approval. — Donald J. Trump (@realDonaldTrump) August 29, 2013",1,1410
official serie a has been suspended seriea coronavirus,1,1411
"Tea with no milk &amp; sugar Palatable-affordable source of theobromine &amp; theophylline. May, to some extent prevent progression of CoVD. Certainly Not a cure but a care worth giving a try in esperate times Can’t harm Fluid intake will help Hot beverage will wash throat #WHO #COVID19",1,1412
@ChetanNature Initiation of biowarfare. and china claimed that it was a leaked bioweapon which is under field trial .And results are out of control...Or they knowingly spreading this virus.,1,1413
"easy to see how their propaganda works when reviewing old articles - better scare people from using the cheap antibiotic+antiviral cure!

#coronavirus
#LymeDisease
#TheGreatAwakening

Dangerous unproven treatments for 'chronic Lyme disease' are on the rise https://t.co/SXhkUA8BBL",1,1414
"“There is but one answer to terrorism, and it is best delivered with a Winchester rifle.”–Theodore Roosevelt — jenkind1 (@jenkind11) December 20, 2016",1,1415
if you ate play dough or lotion as a kid you are immune to the corona virus,1,1416
"Don't take medical advice from #DonaldTrump ☠️
#DontDrinkBleach it will not save you from #coronavirus 🚫

#CoronaUpdate #BleachGate  #lysol #lysolchallenge #CloroxForTheCure #CloroxInjections #Clorox #DettolDonald https://t.co/KuI1YzSlzU",1,1417
The government’s Covid-19 cure is worse than the virus   https://t.co/mrUD23NQKn,1,1418
@TIME Ventilator-associated pneumonia is caused by infectious bacteria some multi drug-resistant organisms that impacts the lungs that can be deadly. Doctors &amp; nurses live by “Do no harm” before #COVID19 we practice prevention such as not using ventilators or catheters unless necessary,1,1419
"I can’t believe I’m about to say this: Please do not inject or ingest Lysol. It will not kill #coronavirus. 

Please #StayAtHome and stay safe.",1,1420
"Madagascan President Andry Rajoelina has officially launched a medicine he believes can prevent and cure patients suffering from COVID-19. #COVIDー19 @guineendade #COVID19 #Covid_19 #FicaEmCasa
 https://t.co/vsuP2uV9sN",1,1421
"In the #US 🇺🇸, a court injunction aims to stop groups from attempting to repackaging bleach &amp; advertise it as a #COVID19 miracle cure. Robust regulatory frameworks are needed to protect communities from these predatory marketing ploys. #FightTheFakes
https://t.co/A0F5rg7qeV",1,1422
"Coronavirus link to China biowarfare program possible, analyst says https://t.co/xcKHdahdwD https://t.co/vSfwOS3vYI",1,1423
“Cure” and virus in the same sentence should provoke much skepticism https://t.co/PASZLpj7rM,0,1424
RT @_sydnielynn: My love for Maresa will cure this pandemic,1,1425
China approves third COVID-19 vaccine for clinical trials https://t.co/mwI0poZqDA #Vaccine https://t.co/3XDhnFwEQi,1,1426
