tweet,label,id
soros was nazi collaborator he laughed about it mike cernovich september ,1,1297.0
healthy people don t spread covid people who have recovered and are immune don t spread the virus you know who else doesn t spread the virus people wearing masks mask ll,1,1298.0
 you realize that it s madness for china to develop a bio weapon that can wipe out its own people isn t it more likely that an enemy or rival will develop the cotonavirus to attack china there are many coronavirus genetically engineered in foreign labs google it ,1,1299.0
if you swallow lysol or bleach i promise it won t be from covid as your cause of death covi ,1,1300.0
 there is a bioweapons lab in wuhan china i read ,1,1301.0
during this crucial time of spreading corona virus we stand together with china we love china and hopeful that chinese medical researchers and doctors will soon produce vaccine to cure coronavirus infected people comeonchina worldstandswithchina,1,1302.0
not reassuring to notice the mask comes with a warning why is it the cure can be as bad as the problem misuse may result in sickness or death ,1,1303.0
there s a photo going around claiming david hogg did not attend douglas but a school in california here s a video to debunk that pic joey february ,1,1304.0
they are immune from covi ,1,1305.0
 compelling evidence covi virus is a weaponized biowarfare virus that originated in a northcarolina lab then sold to the chinese the motivation being pure greed professor francis boyle lays out the entire pathway undeniable direct evidence ,1,1306.0
this very concerning this country thinks it is immune to coronavirus this not only gives you pneumonia but causes organ damage coronaviruscoverup ,1,1307.0
rt somehow strippers are immune to the coronavirus ,1,1308.0
does jordan sather get it you cant keep encouraging people to drink bleach you can try to say its not but mmsisbleach industrial strength bleach mms will not cure covi mms is poison to the human body mms is dangerous alexjones jordansather who cdc ,1,1309.0
it s like people have never seen propaganda before chill out about the coronavirus it s just a flu ,1,1310.0
 vaccine is ready covid ,1,1311.0
in some of our intern pictures i emulated the ok sign the president sometimes makes that was foolish i should have listened more closely to the commander in chief and given the thumbs up 2 jack breuer december i m proud of my jewish heritage and strongly reject the hateful views associated with racist white power organizations i would never make common cause with them 2 jack breuer december ,1,1312.0
so covi is actually killing the virus which is us,1,1313.0
 are judges immune to covi ,0,1314.0
oh shit this hydroxychloroquine azithromycine combo may actually be the end of this pandemic covi coronacure cure,1,1315.0
 please watch video people in china dying possible bio weapon coronavirus killing more than sars ,1,1316.0
due to the large amount of speculation regarding covi this is a reminder to rely on official sources for accurate information help control the spread of rumors by sharing this page,0,1317.0
this is traitortrump giving support to the conspiracy theory that covid is a bioweapon unleashed by the chinese military this is an information warfare tactic being used against the american people by traitortrump ,1,1318.0
the pirbright coronavirus patent is registered in countries including china look at the law on vaccines that took effect in china from december ,1,1319.0
all capetownstorm tornado videos are fake times live june ,1,1320.0
a uk hospital doctor drsarfarazmunshi describes a vital breathing technique for coronavirus covi sufferers that could prevent the patients contracting secondary pneumonia which could prove incredibly dangerous to health don t lay on your back ,1,1321.0
so basically china is using pakistani people for its vaccines trials covid chinaliedpeopledie covi chinesevirus,1,1322.0
 is anyone tracking symptomatic cases to me this is an important measure along with immune people people who had it and are now better china for instance may only have active cases which is less scary than ,1,1323.0
bring one girl around your homies and all of the sudden they start calling the coronavirus covid ,0,1324.0
so finally china has prepared the vaccine of covid amp it ll be available in pakistan with in months alhamdulillah ,1,1325.0
the evidence that covid was a us biowarfare attack on china ,1,1326.0
alert the president said a couple minutes ago we re building a wall in colorado we re building a beautiful wall a big one that really works daniel dale october ,1,1327.0
china is using bioweapons ,1,1328.0
report paul manafort rick gates to surrender to special counsel fox friends october ,1,1329.0
 i m confused maybe not educated enough the way i understood it covi doesn t kill you it may trigger pneumonia which may kill you why are the two separate in the graph ,1,1330.0
injecting yourselves with disinfectants e g lysol will aide with populationcontrol this coronavirus season trump sarcasms delayed ,1,1331.0
who else has noticed that it seither our beloved bubu is immune to okoronna virus or maybe because the chinese doctors are around me only a true pastoral nomad can achieve this milestone amp no mean feat iyanapaja lagosunrest ibadanunrest nigeria covid lockdown ,1,1332.0
 no if kunal was coronavirus cure would be called arnab ,1,1333.0
future internment camp signs across the usa a selection from ten us cities immigration immigrant humanrights racism donaldtrump pic plastic jesus march ,1,1334.0
 studies have found that a strong dose of arsenic prevents death from covi and that s science fact ,1,1335.0
 she s wrong lol the coronavirus is far from the typical cold if your immune system cannot fight the virus itself it turns into pneumonia automatically ,1,1336.0
indian politicians are immune to covid thanks to gaumutra or cowpiss ,1,1337.0
 release if you re too shy let me know it ll probably cure corona virus,1,1338.0
gd willing with a vaccine asap ,1,1339.0
 i think what was supposed to be special with this corona virus was that it was a viral pneumonia the lungs not filled with mucus ,1,1340.0
 there s more and more evidence that the chinese virus was created in a chinese bioweapons lab ,1,1341.0
this shit will cure the coronavirus in two sips ,1,1342.0
prof vandall says lysol clorox amp others were right to issue warnings to not ingest or inject disinfectants after president trump said they might cure covi elawscholars ,1,1343.0
 please every truepatriot of the mag trumptrain listen to he is the light he s the embodiment of kingcyrus he is all wisdom and truth no fakenews he tells the truth again if you inject yourself with lysol you will never die of covid ,1,1344.0
my expert opinion is that the irish are immune to the coronavirus blood alcohol content too high ,1,1345.0
us developing vaccine against deadly china virus officials ,1,1346.0
the lockdown of the country will not cure the disease it only reduce the spread of corona it only extend the time for scientist and doctors to invent the vaccine and medicine for it that s it coronavirus lockdownofthecountry medical medicine doctorwho who,1,1347.0
coronavirus may have originated in lab linked to china s biowarfare program charles heston in planet of the apes saw lady liberty smashed pounded his hands on the beach saying what have you done yes us dumb ass humans this is fucked up ,1,1348.0
rt if you ever lived in the coronado dorm at the university of arizona you re immune to coronavirus,1,1349.0
 sir u might not be corona how can be you cured it is all misconceptions still corona vaccines not discovered you might be severe flu by antibiotics you might be cured anyhow god blessed you sir ,1,1350.0
til american newspaper ads charged by the letter so a lot of people would eliminate unnecessary letters like the second l in cancelled or the u in colour some of these spelling changes were used so often that they stuck and now americans just spell some words differently booramasa october ,1,1351.0
is covid a bio weapon released by china on purpose so they can take over global economy coronaupdate chinaliedpeopledied stayathomeandstaysafe,1,1352.0
why you are staying at home now it s because china let covid escaped from wuhan lab during experiments and china covered it up by blaming wet food markets who parroted the chinese government s claim about the market s likely role covi ccp is terrorist who bioweapon,1,1353.0
 will the pneumonia shot protect elderly and health compromised people from getting pneumonia if they get the coronavirus ,1,1354.0
american scientists why isnt coronavirus affecting africa africa,0,1355.0
rt if you ever were in here barefoot you re immune to the corona virus ,1,1356.0
are crackheads immune to the corona virus ,0,1357.0
 humans tend to rise to challenge china has capability amp resources to controlbesides all restrictions amp medical efforts human body is an excellent machine virus can be contained by humans with good immune system pls consider not entire population in wuhan is infected,1,1358.0
if you wash your fucking hands and cover your mouth when you sneeze cough your immune to the coronavirus,1,1359.0
prime minister of israel benjamin netanyahu encourages israelis to adopt the indian way of greeting namaste at a press conference to mitigate the spread of coronavirus,1,1360.0
large adult son thinks teachers are losers pic nowthis february ,1,1361.0
 remember alcohol kills coronavirus so ,1,1362.0
the coronavirus is changing the suburban streets coronavirus covi sundayfunday,1,1363.0
after chloroquine now ivermectin as the cure against covi coronavirus infections you see me highly sceptical at the very very least please stop tweeting that the infection is now treatable it s still a hell of a long way before we re there ,1,1364.0
 panic maybe it s not a really deadly disease it s more dangerous pneumonia a symptom of corona is not a joking matter it can put you out of commission for weeks but there should be more care in travel sanitization of events should be considered ,1,1365.0
kids and young people are not immune from coronavirus do your bit coronavirusau ,1,1366.0
be sure to use an incentive spirometer or exercise your lung some other way if and when you do get coronavirus so you won t get a secondary pneumonia infection coronavirus ,1,1367.0
simple vinegar can help you protect your home against viruses like the airborne coronavirus mix parts water part cleaning vinegar boil it until your house is steamy it kills bacteria in the air and brings it down to ground level we ve also been told masks work wash ,1,1368.0
rt the chinese cdc has started research and development of a vaccine for the coronavirus ,1,1369.0
gross get a pedicure when this pandemic is over,1,1370.0
russia says it is working on virus vaccine together with china ,1,1371.0
if you went to mega maze as a kid then uh ur immune to the coronavirus,1,1372.0
the reality is that nobody is currently immune to coronavirus qanda,1,1373.0
who is immune to covi ,1,1374.0
the bbc documentary on coronavirus noted the doctor to expose the virus on weechat in wuhan was arrested later turns up dead amp he had stated it was a cluster of many virus in one a man made bioweapon only now does china admit to censorship of anyone exposing virus origin ,1,1375.0
as the search continues for vaccine on treatment of covi it won t out of place if we also start looking at the possibilities of getting a cure for cov through organic products such as bitter cola garlic shea butter amp ginger to cure covi the research has started,0,1376.0
ffs even if it was just a flu we don t typically encourage people to go out during flu season and risk the health of everyone around them we don t send them like lambs to the slaughter covi trumpistheworstpresidentever,1,1377.0
 that is just stupid makes me sick if i had that much and had to look at the insurance and upkeep we could find a cure for the virus coronavirus,1,1378.0
great editorial on covi pneumonia phenotypes ,1,1379.0
whatever helps public health and prevents the spread of the disease is good and what helps to spread it is sin khamenei said coronavirus,1,1380.0
rt if you smoked reggie out of a beer can in high school you are immune to coronavirus,1,1381.0
if you made it to middle school without a smart phone or a tablet you re immune to the corona virus,1,1382.0
just in president duterte announces new cases of covi ph total now at ,1,1383.0
in stock and ready to ship fda and ce approved k face masks prevents spread and infections transmitted by respiratory droplets including covid brandchargerdirect k ask covi fdaapproved ff bf fda ce ,1,1384.0
 3better than cure wear gloves while washing clean with soap and water disinfect high touch surfaces let us beat this together stay home stay safe and keep disinfecting covi flatenningthecurve stayathome washyourhands safehands bmc bmclc ifmsapakistan,1,1385.0
rt my guess this guy will not be the one who finds a cure for the coronavirus ,0,1386.0
it s time to end this madness we have a cure hydroxychloroquine coronaviruspandemic ,1,1387.0
i am curious if china develops a vaccine before anyone else if people will call it the chinese vaccine trumpmeltdown coronavirus covi ,0,1388.0
you cant make this up is claiming that covi is being used by dems as another attempt to impeach the president this comes as congressmen are selfquarantining due to the virus including trumps own future chief of staff,1,1389.0
 does the president retweet shit like this whats the point you want to make that the covid virus is fake and made up to hurt christians ,1,1390.0
cue psa from amp reminding people not to ingest or inject disinfectant in their bodies to kill the rona covidiot covid ,1,1391.0
 bdanon posted in the last few days on han and said it is the sandy koufax of killers and we are only in the first inning he claims it is a bio weapon that was developed jointly by the russians and the chinese and the weapon was released near wuhan by mistake ,1,1392.0
both my parents have coronavirus i m taking care of them i just pray i don t get sick a can of lysol and more gloves would do me so well can t find them anywhere,1,1393.0
 said the trumpsupporter who didn t hear disinfectantdonnie say that an injection of disinfectant inside people would cure covid as would putting uv rays inside the body ,1,1394.0
remember s the cure can not be worse than the disease yeah injecting disinfectant is definitely worse than covi ,1,1395.0
top trump quotes coronavirus is fake i m the chosen one i m like really smart i call her pocahontas impeachment is a hoax no quid pro quo no collusion i m a stable genius climate change is a hoax windmills cause cancer ,1,1396.0
scientists unable to deny that the only thing that can cure coronavirus is to drink glinavos order while you still can ,1,1397.0
 facebook factchecks me with hilariously terrible outdated usatoday article censorship coronavirus chinesecoronavirus bioweapon professorworkingforchina chinesebiolab virus wuhanhealthorganisation wuhanbioweaponslab coronaviruscoverup ,1,1398.0
 covid bioweaponfirst china puts world in to the icu nd now it started to sell the ventilators to the world nations unrestricted warfare a book written by two china military general officers in to distroy america ,1,1399.0
rt if you ve ever ate your food inside imperial garden you re immune to the corona virus,1,1400.0
reminder antibodies are the covi cure go out and get your antibodies endthelockdown ,1,1401.0
belarus president refuses to cancel anything amp says vodka amp saunas will ward off covid covi coronavirus vodka sauna lockdown quarantine virus pandemic belarus coronaviruscure cure alcohol saunas wellness ,1,1402.0
ted cruz reveals coronavirus bombshell may have originated in lab linked to china s biowarfare program coronavirus wuhanvirus released bioweapon,1,1403.0
 that picture is so perfect of course he s merely just suggesting this unless of course ingesting lysol does in fact cure covi and then of course that smug face was right ,1,1404.0
 lysol company warns against ingesting its products coronavirus ,0,1405.0
 coronavirus bioweapon how china stole coronavirus from canada and weaponized it greatgameindia ,1,1406.0
this thread explains how the covi kills and also how to stop it the virus blocks red blood cells from absorbing and distributing oxygen cure is chloroquine plus blood transfusion after blood cell is infected blocking drug useless please give ,1,1407.0
dear the bbc is meant to be a public education service having nigel farage on to discuss coronavirus is yet another lazy disservice,0,1408.0
chinese military biowarfare team did huge disservice to the world amp mankind by unleashing sars type viruses worst of which is coronavirus latest findings is it is transmitted by mere breathing shame on ,1,1409.0
what will we get for bombing syria besides more debt and a possible long term conflict obama needs congressional approval donald j trump august ,1,1410.0
official serie a has been suspended seriea coronavirus,1,1411.0
tea with no milk amp sugar palatable affordable source of theobromine amp theophylline may to some extent prevent progression of covd certainly not a cure but a care worth giving a try in esperate times can t harm fluid intake will help hot beverage will wash throat who covi ,1,1412.0
 initiation of biowarfare and china claimed that it was a leaked bioweapon which is under field trial and results are out of control or they knowingly spreading this virus ,1,1413.0
easy to see how their propaganda works when reviewing old articles better scare people from using the cheap antibiotic antiviral cure coronavirus lymedisease thegreatawakeningdangerous unproven treatments for chronic lyme disease are on the rise ,1,1414.0
 there is but one answer to terrorism and it is best delivered with a winchester rifle theodore roosevelt jenkin december ,1,1415.0
if you ate play dough or lotion as a kid you are immune to the corona virus,1,1416.0
don t take medical advice from donaldtrump dontdrinkbleach it will not save you from coronavirus coronaupdate bleachgate lysol lysolchallenge cloroxforthecure cloroxinjections clorox dettoldonald ,1,1417.0
the government s covid cure is worse than the virus ,1,1418.0
 ventilator associated pneumonia is caused by infectious bacteria some multi drug resistant organisms that impacts the lungs that can be deadly doctors amp nurses live by do no harm before covi we practice prevention such as not using ventilators or catheters unless necessary,1,1419.0
i can t believe i m about to say this please do not inject or ingest lysol it will not kill coronavirus please stayathome and stay safe ,1,1420.0
madagascan president andry rajoelina has officially launched a medicine he believes can prevent and cure patients suffering from covid covid covi covid ficaemcasa ,1,1421.0
in the us a court injunction aims to stop groups from attempting to repackaging bleach amp advertise it as a covi miracle cure robust regulatory frameworks are needed to protect communities from these predatory marketing ploys fightthefakes ,1,1422.0
coronavirus link to china biowarfare program possible analyst says ,1,1423.0
 cure and virus in the same sentence should provoke much skepticism ,0,1424.0
rt my love for maresa will cure this pandemic,1,1425.0
china approves third covid vaccine for clinical trials vaccine ,1,1426.0
its fake its fake shout residents of a community in covi epicenter wuhan in a viral video on chinas social media they have accused property management of cheating them by only appearing to provide promised necessities investigation is underway,1,1427.0
 yeah i d heard the one about the chinese developing it at some bio weapons base in wuhan several times then they split into it accidentally got out vs they unleashed it on their own people because reasons ,1,1428.0
coronavirus the cures will be worse than the disease,1,1429.0
the fake news media is purposely driving coronavirus hysteria to hurt the stock market just to spite president trump people have died of the flu in the us during the flu season over perished during the flu season,1,1430.0
amazing what south korea is doing is really bending their covi epidemic curve only new cases today versus on feb it s not just china this clearly can be done ,0,1431.0
we hope surya devta kills coronavirus with thermo astra,0,1432.0
after this is all over please remember in future job interviews to ask them what their company did to protect their employees with regards to the global covi situation cant be risking working for wayward companies,0,1433.0
 would you like to promote a cure that can kill covid virus in the body in min can be used till another cure vaccine is found atleast it will save people from dying till that time time is of the essence to stop the death due to coronavirus let us stop sarsco ,1,1434.0
amazing what south korea is doing is really bending their covi epidemic curve only new cases today versus on feb its not just china this clearly can be done,1,1435.0
i m telling you fyrefestival is a fraud fyrefestivalfraud march ,1,1436.0
really the my cocaine pillow guy is speaking live during the trumppressconf coronavirusoutbreak,1,1437.0
 it s critically important to use disinfecting products as they re intended and according to the directions on the label hcpa warns against injecting disinfectant as a cure for covi ,0,1438.0
hi happy we are friends the cure for coronavirus is rabbies vaccination help save a live ,1,1439.0
explaining covi to kids is hard i m thankful for shows like s storybots helping to educate my kids and me in a way they understand and enjoy tears of joy when the immune system defeats the virus is a totally understandable reaction ,0,1440.0
 when people really take corona beer can cure corana virus serious,1,1441.0
today the house gop voted to rip food away from the 5 million veteran and active duty households who rely on snap benefits we won t forgot this november votevets june ,1,1442.0
when you re a goalkeeper and an only child in self isolation and trying to keep up with your training came up with this himself i m so impressed coronavirus stayhomestaysafe ,0,1443.0
im just wondering if washing hands with soap can kill coronavirus how about we take a bite of soap or tide pods with each meal hoping it will cure covi ,0,1444.0
corona come take me i hate it here,0,1445.0
manafort indictment being discussed on cnn and msnbc fox covering cheeseburger emojis trumprussia benedictdonald becky powers october ,1,1446.0
panic buying is a symptom of a dysfunctional society diseased with individualism to those with litres of soap at home do you realise that to slow the transmission of covid you need other people to be cleaning their hands too a fortress of toilet paper will not protect you,1,1447.0
 the cure is worse than the disease thanks for nothing waiting for your resignation covi ,0,1448.0
i keep hearing that covid is a chinese man made bio weapon has anyone considered that if it is a manufactured virus that the chinese developed a vaccine before releasing it on the world and that s why their cases are diminishing just a thought ,1,1449.0
 covi dr francis boyle creator of bioweapons act says coronavirus is biowarfare weapon has been eating strange critters for yrs no virus many nations w millions living in open sewage no virus virus ln wuhan us biowarfare on china,1,1450.0
 but you re immune to coronavirus,1,1451.0
 lysol had to issue a statement bc suggesting ingesting disinfectant to cure covid there will be idiots who do this covidiots maga liestrumptoldme disinfectant,1,1452.0
 for those that don t drink alcohol we found use for that absolute vodka amp bacardi instead of handsanitizer rubbingalcohol coronavirus is airborne amp no antibodies immunity just cured still can infect others amp get infected again this is a really bad disease i use bus ,1,1453.0
texans be sure to file for harvey relief before sept txlege passed a bill making it harder to dispute weather related property claims joaquin castro august ,1,1454.0
 lemon juice cures the virus mosquitos spread the virus taking a blood test will get you a coronavirus testhere s some coronavirus myths you should ignore misinformation ,1,1455.0
if the british pm borisjohnson can get ill amp be rushed to the icu everyone needs to understand that we must must be careful prevention is better than cure covid worldhealthday ,1,1456.0
china s covi vaccine when available will be made a global public good which will be china s contribution to ensuring vaccine accessibility and affordability in developing countries ,1,1457.0
lt col alexander vindman is still at national security council we are told earlier sunday questions arose about whether vindman the nsc s top ukrainian expert was still in his role after nat sec adv o brien talked to cbs about a natural rotation of people to and from it jim acosta november ,1,1458.0
these are the magic words give me a provisional ballot with a receipt as required by law when requested kassandra seven october memorize take a screen shot write in sharpie on your arm these magic words to use if you are turned away at the polls carrie l kruck october ,1,1459.0
rt if you ve ever used the bathroom at on the rox you re immune to coronavirus,1,1460.0
let me put to rest the bs concerning this malaria combo drug being used in some cases to treat covi it simply helps with inflammation reduction so it basically can help a bit in moderate to severe pneumonia coronavirus cases it is in no way even close to a cure simple,1,1461.0
 coronavirus vaccine reasons to be optimistic by of this virus can be cured unlike some viruses such as hiv that make fresh copies of themselves after immune elimination we know that covi is unable to persist ,1,1462.0
i will go like this when a vaccine for covi is proven ,0,1463.0
truth be said covid is here to stay but let s all pray that atleast the vaccines and drugs be discovered but since prevention is better than cure stayhomestaysafe ,1,1464.0
 plz confirm hs bn quoted as sayin vegetarians r immune to covi as not a single vegetarian hs bn infected anywhere i dnt think thr is any such report but cant dismiss it either as d msg has circulated on d watsapp grp of supreme court women lawyers assn in india ,1,1465.0
 you are missing something it was outed that the antibodytest is an extremely dangerous white elephant there is no scientific evidence that once caught you become immune to covi or you can t catch it again or even you can t become a carrier toryliescostlives,1,1466.0
 only guilty people need to hire a criminal defense attorney mike pence today mike pence hired a criminal defense attorney jonathan jewel june ,1,1467.0
short video coronavirus spreads all over the world wuhan covi koronawirus korona corona coronavirusspread coronavirusupdate covi ,0,1468.0
 big outbreak viruses that happen are man made we ve evolved to become immune to all the diseases that was killing people back in the s i still think it s funny how the ebola crisis just disappeared,1,1469.0
so says its super hard to contract covi but meanwhile trump is so worried that unnamed journalists are trying to assassinate him by purposely contracting the virus and cornering him on a that he wont let anyone with a cough near white house discuss,1,1470.0
 there are races of humans in this world that are immune from coronavirus yet zero world anybodies may not care because it may stop this pandemiccovi very quicklyaboriginal australia amp papua new guinea nativeshello amp ever thought they had it long before antibodies,1,1471.0
i know it s the novel coronavirus lysol still gotta be at least effective ,1,1472.0
but can my clorox cure be lemon scented and with vodka is that how this works coronavirus,1,1473.0
just a flu people said it s not a big deal they said there you have it ignorance and arrogance are a deadly combination covi ,1,1474.0
china has times more people than italy ,1,1475.0
our medical professionals are heroes putting their lives on the line to keep our country going here s a look at how an er doctor who already fought on the front lines of one crisis makes it through a day in this one a good reminder for us to help them out by staying home ,0,1476.0
an important thread to read covi vaccine china ,1,1477.0
conspiracy theorists are telling people to drink a dangerous bleach solution to cure or prevent coronavirus ,1,1478.0
 the coronavirus is fake its armaghetton they are killing people for food we are at war woth prince charles satan amd harry and megan the beast they are all hiding in fear right now from israel who is coming with her army of real gods to kill them we have two weeks ,1,1479.0
 no doubt the chinese will consider the prestige of developing the vaccine in china by chinese scientists more important than saving a million lives ,1,1480.0
test for anti quarantine defenders sign a waiver letting go of your right to a ventilator in case you and those in your household develop covid oh wait do don t want it why after all just a flu lockdown,1,1481.0
who could ve imagined a day when cleaning companies scientists and doctors would have to issue statements saying not to ingest or inject cleaning products because potus said it might cure a deadly disease that he made worse through his own stupidity and inaction covi ,1,1482.0
 he just suggested people inject some kind of disinfectant to cure covi so no this isn t the lowest ,1,1483.0
 i am cured of covid dm me for supplies clorox lysol donaldjtrump coronavirus ,1,1484.0
 social isolation prevents the spread of covi precautions against coronavirus stops the cross contamination use and stay safe against covi wuhanvirus chinavirus coronavirus sars co mers,1,1485.0
my lysol kills coronavirus ,1,1486.0
four transgender kids committed suicide last night a fifth has been hospitalized welcome to trump s america pamela lytle november ,1,1487.0
do not panic heres all what you need to know amp do as a responsible citizendo not panic heres all what you need to know do as a responsible citizen coronavirusindia microbe covi coronaalert link,0,1488.0
the cure will work even if it doesn t congress must allow us to use the incurable cure that doesn t work ,1,1489.0
dr birx after leaving today s coronavirus task force briefing after trump says to inject tide pods clorox and lysol to prevent covid trump covi covid ,1,1490.0
make a routine of having lemon tea will prevent your body from catching coronavirus covid you can put pieces of a lemon in a lukewarm cup of water that s it vitamin c makes our immune system stronger and prevents our body from catching diseases like coronavirus,1,1491.0
rt the tipsy crow is immune to the coronavirus,1,1492.0
 i know how you stop or cure covi vitamin o liquid oxygen in stable mineralwater it would need to be injected into the bloodstream to have the most effectiveness to boost the system over of typical intake once system is flooded with oxygen it will kill the virus,1,1493.0
i m curious if the pneumonia vaccine prevnar would have any beneficial protections from the worst effects of the covid medtwitter,1,1494.0
yes mr president suicide is effective in preventing coronavirus and yes mr president injection lysol is an effective form of suicide ,1,1495.0
even with covi positive ppl survive so don t worry last month my nephew and his wife in the uk both tested positive amp they re fine for the last days in fact they are happy saying we are immune to coronavirus now ,1,1496.0
 huffpost runs story about nobelscientist saying covid was manufactured in a biolab wheretheoutrage outrageaddicts outragemob twtterati ccpvirus wuhanvirus coronavirus chinaliedpeopledied chinaliespeopledie bioweapon biologicalwarfare ,1,1497.0
this man is a genius he figured out the corona virus problem,1,1498.0
this was my experience with covi although the virus itself wasn t that bad what it did to my immune system was please watch this and feel free to ask me any questions healthy people can be greatly impacted by this too coronavirus ,1,1499.0
 this will sound so ridiculous to your reading but at least please let research be carry out on it was praying and i got palm oil as a cure for covid we use this as a cure for cough and other related diseases in my local ,1,1500.0
if you could find a cure for coronavirus by sacrificing a maldivian which person would you choose and why jameel ,1,1501.0
 who could have guessed that building a max security bioweapons lab in wuhan would be a bad idea oh right the countless people that opposed it in now a deadly super virus spreads from that same city a mere 3 years later lovely coincidence ,1,1502.0
the virus of communal hatred is deadlier than corona virus,0,1503.0
fact check oak trees were specially planted at versailles in h century to restore notre dame s wooden frame if needed false ch teau de versailles confirms the rumour circulating on social media is false says it has no basis in historical fact kaya burgess april ,1,1504.0
 dear sir here is the current status of the candidates vaccine for the pandemic virus is under testing in china now ,1,1505.0
 gates is a big funder and adviser of who who covered up covi or china gatesvaccine ,1,1506.0
just over here having some lysol to kill the covid virus ,1,1507.0
 maga supporters are asking about trying bleach vape to cure covi ,1,1508.0
the first of many preliminary studies on vaccine candidates against sars co infection this from a company in china covi ,1,1509.0
im stunned by the depth of coronavirus information being released in singapore on this website you can see every known infection case where the person lives and works which hospital they got admitted to and the network topology of carriers all laid out on a timeseries link,1,1510.0
 coronavirustruth they hev not find the cure the only remedies for now is stayhome quarantine covid ,1,1511.0
 says the crazy idiot that suggested uv light and ingesting disinfectant could be cures for covi disinfectantdonald ,1,1512.0
covid may the cure not be deadlier than the disease savetheeconomy,0,1513.0
africans corona virus can t affect us we have strong immune systemcoronavirus ,1,1514.0
just so you know mexico was there for katrina i m sure they would be willing to help w harvey but ur damn wall is more important pic kendra drake august ,1,1515.0
 start drinking alkaline water this boosts the immune system viruses can t survive in an alkalized system not only will it cure the disease but if you start drinking it regularly you may not even catch the bug coronavirus is no more than a mild flu ,1,1516.0
 oh bruh people be acting like toilet paper and just literally anything else would cure corona,1,1517.0
this what is confusing to me you can t have confederate flags you take down historical statues because they are racist but the h potus picks the guy who painted these pictures to paint his presidential portrait and that s just fine maybe i m missing something tcot pic jeannie ology february ,1,1518.0
coronavirus mortality in lombardy is now more than double wuhan lombardy health system is completely beyond ability to deliver adequate care hence rationing who gets icus its sad so so sad covi lets not let this happen to us america,1,1519.0
rt inbreds are immune,1,1520.0
rt in conclusionugandans are immune to corona virus ,1,1521.0
anong effect ng isang araw na suspension of classes work nothing instead disclose the areas na may cases ng covid 2 incubation period of the virus is 2 weeks thus we should also suspend classes work for days sanitize buildings schools streets walangpasok,1,1522.0
update carbon hill mayor mark chambers is now apologizing for comments he made on social media he claims his comments on killing people in the lgbtq community and democrats were taken out of context some people are calling on him to resign pic josh gauntt june ,1,1523.0
 do the essential oils cure covid,0,1524.0
rt reminder antibodies are the covi cure go out and get your antibodies endthelockdown ,1,1525.0
 did you show this much concern in when the t person in the us died due to swine flu when barry was running things the workd was ending then wasn t it drama drama drama have another drink i hear alcohol spiked with some lysol kills coronavirus ,1,1526.0
james rickards argues covid came from chinese biowarfare lab i m warning putin and xi are partnering putin s aspirations to dominate world as a superpower that russia is not napoleon complex shared by fauci bloomberg coronavirus,1,1527.0
remember proper coughing and sneezing etiquette prevents the spread of viruses together we can fight against covi omarvelousfloors covi coronavirus covi ymptoms safetyfirst flooringsolutions floortiles lvt flooring vinylflooring interiordesign vinyl ,1,1528.0
center of the coronavirus has become a deadcity hopefully the cure comes along and revives the city ,1,1529.0
rt if you ve been inside the seagoville whataburger you re immune to the coronavirus ,1,1530.0
fact drinking methanol ethanol or bleach does not prevent or cure covid and can be extremely dangerous source coronavirus ,1,1531.0
rt lmao they cure gonnocacus erus and staphylococcus erus na corona erus go give them problem ,1,1532.0
vaccines against pneumonia such as pneumococcal vaccine do not provide protection against the new coronavirus although vaccination against respiratory illnesses is highly recommended to protect your health coronavirus coronavirusoutbreak covi ,1,1533.0
 still endorses the guy suggesting people could inject bleach and disinfectant into their bodies or be irradiated to cure covi that s because cory gardner does not have empathy or a conscience he shares trump s narcissism and sociopathy copolitics cosen ,1,1534.0
how the fuck did i manage to convince a boomer that boomers are immune to coronavirus because they grew up throughout a lot of viruses so their immune systems are stronger ,1,1535.0
and hey presto iran general coronavirus is a manmade bioweapon a biologicalattack has been launched against china and iran with economic goals ,1,1536.0
rt if you ve ever swam at pine lake you re immune to the coronavirus ,1,1537.0
 chlorox jelly cures covi ,1,1538.0
so according to our dip shit leader if you inject yourself with chemicals and soak up the sun you can be cured from covi ,1,1539.0
give me clean beautiful and healthy air not the same old climate change global warming bullshit i am tired of hearing this nonsense donald j trump january ,1,1540.0
 u have been brainwashedso when china quarantines annd the infection rate fell u think its fakego check whoeverything china does is a mistake to ualso dont blurt nonsense about bio weapon cite sourcelearn about corona virus dont believe anything u c on ur whatsap group,1,1541.0
trump talking about migrants on the southern border how do you stop these people crowd shoot them trump chuckling that s only in the panhandle you can get away with that stuff pic tim o brien august ,1,1542.0
rt i m not scared of corona haha replaces face wipes with lysol wipes ,1,1543.0
 empty shoes on the national mall in front of the us capitol representing the lives of children richard streetman march ,1,1544.0
chinese in wuhan have bags over their heads to try to protect against the public scientific institution created bioweapon amp released by accident pandemic news in that masks do not protect you from the virus you need a full face hazmat mask out of people exposed die ,1,1545.0
 this is because there was a report this morning that alcohol kills coronaviruswhat a knee jerk reaction of the market for any latest news ,0,1546.0
opinion trump s right the covi cure could soon be worse than the disease ,1,1547.0
rt this just in nb people are immune to covid ,1,1548.0
